EndDt_DtFin,MjrCmdtyEn_PrdtPrncplAn,CtgryEn_CtgrieAn,NumHd_NmbTetes
1999-07-03T00:00:00-05:00,Chicken,Heifers,14255
1999-07-03T00:00:00-05:00,Chicken,Steers,37329
1999-07-03T00:00:00-05:00,Mature Chicken,Market Mature Chicken,280946
1999-07-03T00:00:00-05:00,Ducks/Geese,Lambs,2049
1999-07-03T00:00:00-05:00,Ducks/Geese,Sheep,191
1999-07-10T00:00:00-05:00,Turkey,Female,780
1999-07-10T00:00:00-05:00,Turkey,Male,4288
1999-07-10T00:00:00-05:00,Chicken,Bulls,578
1999-07-10T00:00:00-05:00,Chicken,Cows,8967
1999-07-10T00:00:00-05:00,Chicken,Heifers,20334
1999-07-10T00:00:00-05:00,Chicken,Steers,38535
1999-07-10T00:00:00-05:00,Mature Chicken,Market Mature Chicken,333724
1999-07-10T00:00:00-05:00,Ducks/Geese,Lambs,2448
1999-07-10T00:00:00-05:00,Ducks/Geese,Sheep,271
1999-07-17T00:00:00-05:00,Turkey,Female,937
1999-07-17T00:00:00-05:00,Turkey,Male,3915
1999-07-17T00:00:00-05:00,Chicken,Bulls,649
1999-07-17T00:00:00-05:00,Chicken,Cows,9927
1999-07-17T00:00:00-05:00,Chicken,Heifers,21517
1999-07-17T00:00:00-05:00,Chicken,Steers,40260
1999-07-17T00:00:00-05:00,Mature Chicken,Market Mature Chicken,336661
1999-07-17T00:00:00-05:00,Ducks/Geese,Lambs,2300
1999-07-17T00:00:00-05:00,Ducks/Geese,Sheep,213
1999-07-24T00:00:00-05:00,Turkey,Female,1122
1999-07-24T00:00:00-05:00,Turkey,Male,3059
1999-07-24T00:00:00-05:00,Chicken,Bulls,622
1999-07-24T00:00:00-05:00,Chicken,Cows,7992
1999-07-24T00:00:00-05:00,Chicken,Heifers,20103
1999-07-24T00:00:00-05:00,Chicken,Steers,38625
1999-07-24T00:00:00-05:00,Mature Chicken,Market Mature Chicken,332018
1999-07-24T00:00:00-05:00,Ducks/Geese,Lambs,2248
1999-07-24T00:00:00-05:00,Ducks/Geese,Sheep,224
1999-07-31T00:00:00-05:00,Turkey,Female,703
1999-07-31T00:00:00-05:00,Turkey,Male,4092
1999-07-31T00:00:00-05:00,Chicken,Bulls,668
1999-07-31T00:00:00-05:00,Chicken,Cows,9025
1999-07-31T00:00:00-05:00,Chicken,Heifers,22671
1999-07-31T00:00:00-05:00,Chicken,Steers,40322
1999-07-31T00:00:00-05:00,Mature Chicken,Market Mature Chicken,338158
1999-07-31T00:00:00-05:00,Ducks/Geese,Lambs,2380
1999-07-31T00:00:00-05:00,Ducks/Geese,Sheep,180
1999-08-07T00:00:00-05:00,Turkey,Female,600
1999-08-07T00:00:00-05:00,Turkey,Male,3550
1999-08-07T00:00:00-05:00,Chicken,Bulls,507
1999-08-07T00:00:00-05:00,Chicken,Cows,8605
1999-08-07T00:00:00-05:00,Chicken,Heifers,16763
1999-08-07T00:00:00-05:00,Chicken,Steers,34437
1999-08-07T00:00:00-05:00,Mature Chicken,Market Mature Chicken,314017
1999-08-07T00:00:00-05:00,Ducks/Geese,Lambs,1975
1999-08-07T00:00:00-05:00,Ducks/Geese,Sheep,198
1999-08-14T00:00:00-05:00,Turkey,Female,630
1999-08-14T00:00:00-05:00,Turkey,Male,3101
1999-08-14T00:00:00-05:00,Chicken,Bulls,678
1999-08-14T00:00:00-05:00,Chicken,Cows,9708
1999-08-14T00:00:00-05:00,Chicken,Heifers,22544
1999-08-14T00:00:00-05:00,Chicken,Steers,38738
1999-08-14T00:00:00-05:00,Mature Chicken,Market Mature Chicken,337149
1999-08-14T00:00:00-05:00,Ducks/Geese,Lambs,2325
1999-08-14T00:00:00-05:00,Ducks/Geese,Sheep,255
1999-08-21T00:00:00-05:00,Turkey,Female,726
1999-08-21T00:00:00-05:00,Turkey,Male,4003
1999-08-21T00:00:00-05:00,Chicken,Bulls,597
1999-08-21T00:00:00-05:00,Chicken,Cows,9216
1999-08-21T00:00:00-05:00,Chicken,Heifers,25357
1999-08-21T00:00:00-05:00,Chicken,Steers,34133
1999-08-21T00:00:00-05:00,Mature Chicken,Market Mature Chicken,346888
1999-08-21T00:00:00-05:00,Ducks/Geese,Lambs,2553
1999-08-21T00:00:00-05:00,Ducks/Geese,Sheep,199
1999-08-28T00:00:00-05:00,Turkey,Female,701
1999-08-28T00:00:00-05:00,Turkey,Male,3688
1999-08-28T00:00:00-05:00,Chicken,Bulls,755
1999-08-28T00:00:00-05:00,Chicken,Cows,10456
1999-08-28T00:00:00-05:00,Chicken,Heifers,26205
1999-08-28T00:00:00-05:00,Chicken,Steers,36537
1999-08-28T00:00:00-05:00,Mature Chicken,Market Mature Chicken,354828
1999-08-28T00:00:00-05:00,Ducks/Geese,Lambs,2247
1999-08-28T00:00:00-05:00,Ducks/Geese,Sheep,154
1999-09-04T00:00:00-05:00,Turkey,Female,693
1999-09-04T00:00:00-05:00,Turkey,Male,4026
1999-09-04T00:00:00-05:00,Chicken,Bulls,633
1999-09-04T00:00:00-05:00,Chicken,Cows,9468
1999-09-04T00:00:00-05:00,Chicken,Heifers,23584
1999-09-04T00:00:00-05:00,Chicken,Steers,34092
1999-09-04T00:00:00-05:00,Mature Chicken,Market Mature Chicken,350898
1999-09-04T00:00:00-05:00,Ducks/Geese,Lambs,2845
1999-09-04T00:00:00-05:00,Ducks/Geese,Sheep,64
1999-09-11T00:00:00-05:00,Turkey,Female,509
1999-09-11T00:00:00-05:00,Turkey,Male,3645
1999-09-11T00:00:00-05:00,Chicken,Bulls,672
1999-09-11T00:00:00-05:00,Chicken,Cows,8367
1999-09-11T00:00:00-05:00,Chicken,Heifers,20500
1999-09-11T00:00:00-05:00,Chicken,Steers,28895
1999-09-11T00:00:00-05:00,Mature Chicken,Market Mature Chicken,305336
1999-09-11T00:00:00-05:00,Ducks/Geese,Lambs,2214
1999-09-11T00:00:00-05:00,Ducks/Geese,Sheep,188
1999-09-18T00:00:00-05:00,Turkey,Female,716
1999-09-18T00:00:00-05:00,Turkey,Male,3889
1999-09-18T00:00:00-05:00,Chicken,Bulls,582
1999-09-18T00:00:00-05:00,Chicken,Cows,9587
1999-09-18T00:00:00-05:00,Chicken,Heifers,24266
1999-09-18T00:00:00-05:00,Chicken,Steers,34672
1999-09-18T00:00:00-05:00,Mature Chicken,Market Mature Chicken,357950
1999-09-18T00:00:00-05:00,Ducks/Geese,Lambs,2307
1999-09-18T00:00:00-05:00,Ducks/Geese,Sheep,146
1999-09-25T00:00:00-05:00,Turkey,Female,576
1999-09-25T00:00:00-05:00,Turkey,Male,3891
1999-09-25T00:00:00-05:00,Chicken,Bulls,590
1999-09-25T00:00:00-05:00,Chicken,Cows,9803
1999-09-25T00:00:00-05:00,Chicken,Heifers,29553
1999-09-25T00:00:00-05:00,Chicken,Steers,31254
1999-09-25T00:00:00-05:00,Mature Chicken,Market Mature Chicken,356017
1999-09-25T00:00:00-05:00,Ducks/Geese,Lambs,2307
1999-09-25T00:00:00-05:00,Ducks/Geese,Sheep,203
1999-10-02T00:00:00-05:00,Turkey,Female,627
1999-10-02T00:00:00-05:00,Turkey,Male,3877
1999-10-02T00:00:00-05:00,Chicken,Bulls,577
1999-10-02T00:00:00-05:00,Chicken,Cows,9159
1999-10-02T00:00:00-05:00,Chicken,Heifers,26772
1999-10-02T00:00:00-05:00,Chicken,Steers,31440
1999-10-02T00:00:00-05:00,Mature Chicken,Market Mature Chicken,363797
1999-10-02T00:00:00-05:00,Ducks/Geese,Lambs,1706
1999-10-02T00:00:00-05:00,Ducks/Geese,Sheep,39
1999-10-09T00:00:00-05:00,Turkey,Female,643
1999-10-09T00:00:00-05:00,Turkey,Male,4471
1999-10-09T00:00:00-05:00,Chicken,Bulls,464
1999-10-09T00:00:00-05:00,Chicken,Cows,9128
1999-10-09T00:00:00-05:00,Chicken,Heifers,28070
1999-10-09T00:00:00-05:00,Chicken,Steers,30255
1999-10-09T00:00:00-05:00,Mature Chicken,Market Mature Chicken,367284
1999-10-09T00:00:00-05:00,Ducks/Geese,Lambs,1959
1999-10-09T00:00:00-05:00,Ducks/Geese,Sheep,18
1999-10-16T00:00:00-05:00,Turkey,Female,481
1999-10-16T00:00:00-05:00,Turkey,Male,3667
1999-10-16T00:00:00-05:00,Chicken,Bulls,538
1999-10-16T00:00:00-05:00,Chicken,Cows,8133
1999-10-16T00:00:00-05:00,Chicken,Heifers,24186
1999-10-16T00:00:00-05:00,Chicken,Steers,27031
1999-10-16T00:00:00-05:00,Mature Chicken,Market Mature Chicken,307126
1999-10-16T00:00:00-05:00,Ducks/Geese,Lambs,1680
1999-10-16T00:00:00-05:00,Ducks/Geese,Sheep,41
1999-10-23T00:00:00-05:00,Turkey,Female,691
1999-10-23T00:00:00-05:00,Turkey,Male,4125
1999-10-23T00:00:00-05:00,Chicken,Bulls,593
1999-10-23T00:00:00-05:00,Chicken,Cows,10647
1999-10-23T00:00:00-05:00,Chicken,Heifers,30976
1999-10-23T00:00:00-05:00,Chicken,Steers,28011
1999-10-23T00:00:00-05:00,Mature Chicken,Market Mature Chicken,373234
1999-10-23T00:00:00-05:00,Ducks/Geese,Lambs,2052
1999-10-23T00:00:00-05:00,Ducks/Geese,Sheep,9
1999-10-30T00:00:00-05:00,Turkey,Female,608
1999-10-30T00:00:00-05:00,Turkey,Male,5161
1999-10-30T00:00:00-05:00,Chicken,Bulls,588
1999-10-30T00:00:00-05:00,Chicken,Cows,10979
1999-10-30T00:00:00-05:00,Chicken,Heifers,26666
1999-10-30T00:00:00-05:00,Chicken,Steers,28448
1999-10-30T00:00:00-05:00,Mature Chicken,Market Mature Chicken,367840
1999-10-30T00:00:00-05:00,Ducks/Geese,Lambs,1968
1999-10-30T00:00:00-05:00,Ducks/Geese,Sheep,29
1999-11-06T00:00:00-05:00,Turkey,Female,460
1999-11-06T00:00:00-05:00,Turkey,Male,3755
1999-11-06T00:00:00-05:00,Chicken,Bulls,613
1999-11-06T00:00:00-05:00,Chicken,Cows,11035
1999-11-06T00:00:00-05:00,Chicken,Heifers,24733
1999-11-06T00:00:00-05:00,Chicken,Steers,29428
1999-11-06T00:00:00-05:00,Mature Chicken,Market Mature Chicken,370392
1999-11-06T00:00:00-05:00,Ducks/Geese,Lambs,1977
1999-11-06T00:00:00-05:00,Ducks/Geese,Sheep,20
1999-11-13T00:00:00-05:00,Turkey,Female,639
1999-11-13T00:00:00-05:00,Turkey,Male,4153
1999-11-13T00:00:00-05:00,Chicken,Bulls,600
1999-11-13T00:00:00-05:00,Chicken,Cows,10593
1999-11-13T00:00:00-05:00,Chicken,Heifers,25244
1999-11-13T00:00:00-05:00,Chicken,Steers,27834
1999-11-13T00:00:00-05:00,Mature Chicken,Market Mature Chicken,358151
1999-11-13T00:00:00-05:00,Ducks/Geese,Lambs,1988
1999-11-13T00:00:00-05:00,Ducks/Geese,Sheep,133
1999-11-20T00:00:00-05:00,Turkey,Female,686
1999-11-20T00:00:00-05:00,Turkey,Male,4370
1999-11-20T00:00:00-05:00,Chicken,Bulls,595
1999-11-20T00:00:00-05:00,Chicken,Cows,11656
1999-11-20T00:00:00-05:00,Chicken,Heifers,22915
1999-11-20T00:00:00-05:00,Chicken,Steers,25905
1999-11-20T00:00:00-05:00,Mature Chicken,Market Mature Chicken,362335
1999-11-20T00:00:00-05:00,Ducks/Geese,Lambs,1830
1999-11-20T00:00:00-05:00,Ducks/Geese,Sheep,28
1999-11-27T00:00:00-05:00,Turkey,Female,789
1999-11-27T00:00:00-05:00,Turkey,Male,4590
1999-11-27T00:00:00-05:00,Chicken,Bulls,594
1999-11-27T00:00:00-05:00,Chicken,Cows,10715
1999-11-27T00:00:00-05:00,Chicken,Heifers,20189
1999-11-27T00:00:00-05:00,Chicken,Steers,25386
1999-11-27T00:00:00-05:00,Mature Chicken,Market Mature Chicken,363925
1999-11-27T00:00:00-05:00,Ducks/Geese,Lambs,2189
1999-11-27T00:00:00-05:00,Ducks/Geese,Sheep,86
1999-12-04T00:00:00-05:00,Turkey,Female,666
1999-12-04T00:00:00-05:00,Turkey,Male,4328
1999-12-04T00:00:00-05:00,Chicken,Bulls,648
1999-12-04T00:00:00-05:00,Chicken,Cows,11637
1999-12-04T00:00:00-05:00,Chicken,Heifers,24504
1999-12-04T00:00:00-05:00,Chicken,Steers,28258
1999-12-04T00:00:00-05:00,Mature Chicken,Market Mature Chicken,366794
1999-12-04T00:00:00-05:00,Ducks/Geese,Lambs,2482
1999-12-04T00:00:00-05:00,Ducks/Geese,Sheep,86
1999-12-11T00:00:00-05:00,Turkey,Female,971
1999-12-11T00:00:00-05:00,Turkey,Male,4494
1999-12-11T00:00:00-05:00,Chicken,Bulls,543
1999-12-11T00:00:00-05:00,Chicken,Cows,11539
1999-12-11T00:00:00-05:00,Chicken,Heifers,22510
1999-12-11T00:00:00-05:00,Chicken,Steers,28602
1999-12-11T00:00:00-05:00,Mature Chicken,Market Mature Chicken,388003
1999-12-11T00:00:00-05:00,Ducks/Geese,Lambs,2594
1999-12-11T00:00:00-05:00,Ducks/Geese,Sheep,49
1999-12-18T00:00:00-05:00,Turkey,Female,828
1999-12-18T00:00:00-05:00,Turkey,Male,4654
1999-12-18T00:00:00-05:00,Chicken,Bulls,481
1999-12-18T00:00:00-05:00,Chicken,Cows,11459
1999-12-18T00:00:00-05:00,Chicken,Heifers,20204
1999-12-18T00:00:00-05:00,Chicken,Steers,28510
1999-12-18T00:00:00-05:00,Mature Chicken,Market Mature Chicken,386699
1999-12-18T00:00:00-05:00,Ducks/Geese,Lambs,4578
1999-12-18T00:00:00-05:00,Ducks/Geese,Sheep,49
1999-12-25T00:00:00-05:00,Turkey,Female,1154
1999-12-25T00:00:00-05:00,Turkey,Male,3194
1999-12-25T00:00:00-05:00,Chicken,Bulls,238
1999-12-25T00:00:00-05:00,Chicken,Cows,8326
1999-12-25T00:00:00-05:00,Chicken,Heifers,17371
1999-12-25T00:00:00-05:00,Chicken,Steers,23478
1999-12-25T00:00:00-05:00,Mature Chicken,Market Mature Chicken,280415
1999-12-25T00:00:00-05:00,Ducks/Geese,Lambs,2856
1999-12-25T00:00:00-05:00,Ducks/Geese,Sheep,61
2000-01-01T00:00:00-05:00,Turkey,Female,375
2000-01-01T00:00:00-05:00,Turkey,Male,2336
2000-01-01T00:00:00-05:00,Chicken,Bulls,160
2000-01-01T00:00:00-05:00,Chicken,Cows,6631
2000-01-01T00:00:00-05:00,Chicken,Heifers,17692
2000-01-01T00:00:00-05:00,Chicken,Steers,22797
2000-01-01T00:00:00-05:00,Mature Chicken,Market Mature Chicken,246340
2000-01-01T00:00:00-05:00,Ducks/Geese,Lambs,1479
2000-01-01T00:00:00-05:00,Ducks/Geese,Sheep,13
2000-01-08T00:00:00-05:00,Turkey,Female,641
2000-01-08T00:00:00-05:00,Turkey,Male,3730
2000-01-08T00:00:00-05:00,Chicken,Bulls,388
2000-01-08T00:00:00-05:00,Chicken,Cows,10237
2000-01-08T00:00:00-05:00,Chicken,Heifers,21288
2000-01-08T00:00:00-05:00,Chicken,Steers,25152
2000-01-08T00:00:00-05:00,Mature Chicken,Market Mature Chicken,359527
2000-01-08T00:00:00-05:00,Ducks/Geese,Lambs,1684
2000-01-08T00:00:00-05:00,Ducks/Geese,Sheep,45
2000-01-15T00:00:00-05:00,Turkey,Female,710
2000-01-15T00:00:00-05:00,Turkey,Male,4228
2000-01-15T00:00:00-05:00,Chicken,Bulls,443
2000-01-15T00:00:00-05:00,Chicken,Cows,10715
2000-01-15T00:00:00-05:00,Chicken,Heifers,21362
2000-01-15T00:00:00-05:00,Chicken,Steers,27029
2000-01-15T00:00:00-05:00,Mature Chicken,Market Mature Chicken,369808
2000-01-15T00:00:00-05:00,Ducks/Geese,Lambs,1895
2000-01-15T00:00:00-05:00,Ducks/Geese,Sheep,100
2000-01-22T00:00:00-05:00,Turkey,Female,569
2000-01-22T00:00:00-05:00,Turkey,Male,4267
2000-01-22T00:00:00-05:00,Chicken,Bulls,360
2000-01-22T00:00:00-05:00,Chicken,Cows,10236
2000-01-22T00:00:00-05:00,Chicken,Heifers,21074
2000-01-22T00:00:00-05:00,Chicken,Steers,27915
2000-01-22T00:00:00-05:00,Mature Chicken,Market Mature Chicken,356426
2000-01-22T00:00:00-05:00,Ducks/Geese,Lambs,1957
2000-01-22T00:00:00-05:00,Ducks/Geese,Sheep,32
2000-01-29T00:00:00-05:00,Turkey,Female,989
2000-01-29T00:00:00-05:00,Turkey,Male,4224
2000-01-29T00:00:00-05:00,Chicken,Bulls,314
2000-01-29T00:00:00-05:00,Chicken,Cows,10683
2000-01-29T00:00:00-05:00,Chicken,Heifers,20824
2000-01-29T00:00:00-05:00,Chicken,Steers,26929
2000-01-29T00:00:00-05:00,Mature Chicken,Market Mature Chicken,349410
2000-01-29T00:00:00-05:00,Ducks/Geese,Lambs,1886
2000-01-29T00:00:00-05:00,Ducks/Geese,Sheep,44
2000-02-05T00:00:00-05:00,Turkey,Female,684
2000-02-05T00:00:00-05:00,Turkey,Male,3846
2000-02-05T00:00:00-05:00,Chicken,Bulls,432
2000-02-05T00:00:00-05:00,Chicken,Cows,10800
2000-02-05T00:00:00-05:00,Chicken,Heifers,23558
2000-02-05T00:00:00-05:00,Chicken,Steers,29334
2000-02-05T00:00:00-05:00,Mature Chicken,Market Mature Chicken,353274
2000-02-05T00:00:00-05:00,Ducks/Geese,Lambs,1822
2000-02-05T00:00:00-05:00,Ducks/Geese,Sheep,120
2000-02-12T00:00:00-05:00,Turkey,Female,755
2000-02-12T00:00:00-05:00,Turkey,Male,4089
2000-02-12T00:00:00-05:00,Chicken,Bulls,320
2000-02-12T00:00:00-05:00,Chicken,Cows,10882
2000-02-12T00:00:00-05:00,Chicken,Heifers,25062
2000-02-12T00:00:00-05:00,Chicken,Steers,26023
2000-02-12T00:00:00-05:00,Mature Chicken,Market Mature Chicken,352723
2000-02-12T00:00:00-05:00,Ducks/Geese,Lambs,1942
2000-02-12T00:00:00-05:00,Ducks/Geese,Sheep,27
2000-02-19T00:00:00-05:00,Turkey,Female,693
2000-02-19T00:00:00-05:00,Turkey,Male,4177
2000-02-19T00:00:00-05:00,Chicken,Bulls,301
2000-02-19T00:00:00-05:00,Chicken,Cows,9767
2000-02-19T00:00:00-05:00,Chicken,Heifers,27762
2000-02-19T00:00:00-05:00,Chicken,Steers,24022
2000-02-19T00:00:00-05:00,Mature Chicken,Market Mature Chicken,353752
2000-02-19T00:00:00-05:00,Ducks/Geese,Lambs,1796
2000-02-19T00:00:00-05:00,Ducks/Geese,Sheep,39
2000-02-26T00:00:00-05:00,Turkey,Female,687
2000-02-26T00:00:00-05:00,Turkey,Male,4211
2000-02-26T00:00:00-05:00,Chicken,Bulls,312
2000-02-26T00:00:00-05:00,Chicken,Cows,8708
2000-02-26T00:00:00-05:00,Chicken,Heifers,26601
2000-02-26T00:00:00-05:00,Chicken,Steers,21255
2000-02-26T00:00:00-05:00,Mature Chicken,Market Mature Chicken,358354
2000-02-26T00:00:00-05:00,Ducks/Geese,Lambs,1979
2000-02-26T00:00:00-05:00,Ducks/Geese,Sheep,90
2000-03-04T00:00:00-05:00,Turkey,Female,631
2000-03-04T00:00:00-05:00,Turkey,Male,3825
2000-03-04T00:00:00-05:00,Chicken,Bulls,281
2000-03-04T00:00:00-05:00,Chicken,Cows,8945
2000-03-04T00:00:00-05:00,Chicken,Heifers,27925
2000-03-04T00:00:00-05:00,Chicken,Steers,21786
2000-03-04T00:00:00-05:00,Mature Chicken,Market Mature Chicken,365775
2000-03-04T00:00:00-05:00,Ducks/Geese,Lambs,1796
2000-03-04T00:00:00-05:00,Ducks/Geese,Sheep,42
2000-03-11T00:00:00-05:00,Turkey,Female,598
2000-03-11T00:00:00-05:00,Turkey,Male,3988
2000-03-11T00:00:00-05:00,Chicken,Bulls,244
2000-03-11T00:00:00-05:00,Chicken,Cows,9971
2000-03-11T00:00:00-05:00,Chicken,Heifers,28697
2000-03-11T00:00:00-05:00,Chicken,Steers,23683
2000-03-11T00:00:00-05:00,Mature Chicken,Market Mature Chicken,363358
2000-03-11T00:00:00-05:00,Ducks/Geese,Lambs,2280
2000-03-11T00:00:00-05:00,Ducks/Geese,Sheep,52
2000-03-18T00:00:00-05:00,Turkey,Female,681
2000-03-18T00:00:00-05:00,Turkey,Male,3914
2000-03-18T00:00:00-05:00,Chicken,Bulls,298
2000-03-18T00:00:00-05:00,Chicken,Cows,9980
2000-03-18T00:00:00-05:00,Chicken,Heifers,27599
2000-03-18T00:00:00-05:00,Chicken,Steers,24608
2000-03-18T00:00:00-05:00,Mature Chicken,Market Mature Chicken,362524
2000-03-18T00:00:00-05:00,Ducks/Geese,Lambs,2160
2000-03-18T00:00:00-05:00,Ducks/Geese,Sheep,31
2000-03-25T00:00:00-05:00,Turkey,Female,743
2000-03-25T00:00:00-05:00,Turkey,Male,4260
2000-03-25T00:00:00-05:00,Chicken,Bulls,245
2000-03-25T00:00:00-05:00,Chicken,Cows,10044
2000-03-25T00:00:00-05:00,Chicken,Heifers,25353
2000-03-25T00:00:00-05:00,Chicken,Steers,26446
2000-03-25T00:00:00-05:00,Mature Chicken,Market Mature Chicken,359528
2000-03-25T00:00:00-05:00,Ducks/Geese,Lambs,2445
2000-03-25T00:00:00-05:00,Ducks/Geese,Sheep,60
2000-04-01T00:00:00-05:00,Turkey,Female,807
2000-04-01T00:00:00-05:00,Turkey,Male,4519
2000-04-01T00:00:00-05:00,Chicken,Bulls,339
2000-04-01T00:00:00-05:00,Chicken,Cows,10044
2000-04-01T00:00:00-05:00,Chicken,Heifers,25293
2000-04-01T00:00:00-05:00,Chicken,Steers,27039
2000-04-01T00:00:00-05:00,Mature Chicken,Market Mature Chicken,357753
2000-04-01T00:00:00-05:00,Ducks/Geese,Lambs,2347
2000-04-01T00:00:00-05:00,Ducks/Geese,Sheep,88
2000-04-08T00:00:00-05:00,Turkey,Female,449
2000-04-08T00:00:00-05:00,Turkey,Male,3788
2000-04-08T00:00:00-05:00,Chicken,Bulls,317
2000-04-08T00:00:00-05:00,Chicken,Cows,9621
2000-04-08T00:00:00-05:00,Chicken,Heifers,19986
2000-04-08T00:00:00-05:00,Chicken,Steers,31756
2000-04-08T00:00:00-05:00,Mature Chicken,Market Mature Chicken,350037
2000-04-08T00:00:00-05:00,Ducks/Geese,Lambs,3091
2000-04-08T00:00:00-05:00,Ducks/Geese,Sheep,32
2000-04-15T00:00:00-05:00,Turkey,Female,658
2000-04-15T00:00:00-05:00,Turkey,Male,4435
2000-04-15T00:00:00-05:00,Chicken,Bulls,279
2000-04-15T00:00:00-05:00,Chicken,Cows,9547
2000-04-15T00:00:00-05:00,Chicken,Heifers,21138
2000-04-15T00:00:00-05:00,Chicken,Steers,32673
2000-04-15T00:00:00-05:00,Mature Chicken,Market Mature Chicken,337517
2000-04-15T00:00:00-05:00,Ducks/Geese,Lambs,5344
2000-04-15T00:00:00-05:00,Ducks/Geese,Sheep,29
2000-04-22T00:00:00-05:00,Turkey,Female,659
2000-04-22T00:00:00-05:00,Turkey,Male,3928
2000-04-22T00:00:00-05:00,Chicken,Bulls,332
2000-04-22T00:00:00-05:00,Chicken,Cows,7740
2000-04-22T00:00:00-05:00,Chicken,Heifers,12781
2000-04-22T00:00:00-05:00,Chicken,Steers,29827
2000-04-22T00:00:00-05:00,Mature Chicken,Market Mature Chicken,324544
2000-04-22T00:00:00-05:00,Ducks/Geese,Lambs,4160
2000-04-22T00:00:00-05:00,Ducks/Geese,Sheep,120
2000-04-29T00:00:00-05:00,Turkey,Female,457
2000-04-29T00:00:00-05:00,Turkey,Male,4127
2000-04-29T00:00:00-05:00,Chicken,Bulls,303
2000-04-29T00:00:00-05:00,Chicken,Cows,8950
2000-04-29T00:00:00-05:00,Chicken,Heifers,18338
2000-04-29T00:00:00-05:00,Chicken,Steers,42409
2000-04-29T00:00:00-05:00,Mature Chicken,Market Mature Chicken,344783
2000-04-29T00:00:00-05:00,Ducks/Geese,Lambs,2512
2000-04-29T00:00:00-05:00,Ducks/Geese,Sheep,112
2000-05-06T00:00:00-05:00,Turkey,Female,560
2000-05-06T00:00:00-05:00,Turkey,Male,4288
2000-05-06T00:00:00-05:00,Chicken,Bulls,349
2000-05-06T00:00:00-05:00,Chicken,Cows,8977
2000-05-06T00:00:00-05:00,Chicken,Heifers,14569
2000-05-06T00:00:00-05:00,Chicken,Steers,42237
2000-05-06T00:00:00-05:00,Mature Chicken,Market Mature Chicken,353821
2000-05-06T00:00:00-05:00,Ducks/Geese,Lambs,1598
2000-05-06T00:00:00-05:00,Ducks/Geese,Sheep,109
2000-05-13T00:00:00-05:00,Turkey,Female,547
2000-05-13T00:00:00-05:00,Turkey,Male,3956
2000-05-13T00:00:00-05:00,Chicken,Bulls,342
2000-05-13T00:00:00-05:00,Chicken,Cows,9344
2000-05-13T00:00:00-05:00,Chicken,Heifers,17385
2000-05-13T00:00:00-05:00,Chicken,Steers,43959
2000-05-13T00:00:00-05:00,Mature Chicken,Market Mature Chicken,347907
2000-05-13T00:00:00-05:00,Ducks/Geese,Lambs,2365
2000-05-13T00:00:00-05:00,Ducks/Geese,Sheep,60
2000-05-20T00:00:00-05:00,Turkey,Female,613
2000-05-20T00:00:00-05:00,Turkey,Male,4320
2000-05-20T00:00:00-05:00,Chicken,Bulls,545
2000-05-20T00:00:00-05:00,Chicken,Cows,8851
2000-05-20T00:00:00-05:00,Chicken,Heifers,18632
2000-05-20T00:00:00-05:00,Chicken,Steers,43097
2000-05-20T00:00:00-05:00,Mature Chicken,Market Mature Chicken,335449
2000-05-20T00:00:00-05:00,Ducks/Geese,Lambs,2001
2000-05-20T00:00:00-05:00,Ducks/Geese,Sheep,78
2000-05-27T00:00:00-05:00,Turkey,Female,515
2000-05-27T00:00:00-05:00,Turkey,Male,3822
2000-05-27T00:00:00-05:00,Chicken,Bulls,275
2000-05-27T00:00:00-05:00,Chicken,Cows,7950
2000-05-27T00:00:00-05:00,Chicken,Heifers,13986
2000-05-27T00:00:00-05:00,Chicken,Steers,37279
2000-05-27T00:00:00-05:00,Mature Chicken,Market Mature Chicken,301702
2000-05-27T00:00:00-05:00,Ducks/Geese,Lambs,2151
2000-05-27T00:00:00-05:00,Ducks/Geese,Sheep,67
2000-06-03T00:00:00-05:00,Turkey,Female,604
2000-06-03T00:00:00-05:00,Turkey,Male,4281
2000-06-03T00:00:00-05:00,Chicken,Bulls,346
2000-06-03T00:00:00-05:00,Chicken,Cows,9362
2000-06-03T00:00:00-05:00,Chicken,Heifers,19522
2000-06-03T00:00:00-05:00,Chicken,Steers,40993
2000-06-03T00:00:00-05:00,Mature Chicken,Market Mature Chicken,346011
2000-06-03T00:00:00-05:00,Ducks/Geese,Lambs,2207
2000-06-03T00:00:00-05:00,Ducks/Geese,Sheep,145
2000-06-10T00:00:00-05:00,Turkey,Female,515
2000-06-10T00:00:00-05:00,Turkey,Male,3921
2000-06-10T00:00:00-05:00,Chicken,Bulls,266
2000-06-10T00:00:00-05:00,Chicken,Cows,9137
2000-06-10T00:00:00-05:00,Chicken,Heifers,19383
2000-06-10T00:00:00-05:00,Chicken,Steers,42167
2000-06-10T00:00:00-05:00,Mature Chicken,Market Mature Chicken,340455
2000-06-10T00:00:00-05:00,Ducks/Geese,Lambs,1956
2000-06-10T00:00:00-05:00,Ducks/Geese,Sheep,65
2000-06-17T00:00:00-05:00,Turkey,Female,506
2000-06-17T00:00:00-05:00,Turkey,Male,4147
2000-06-17T00:00:00-05:00,Chicken,Bulls,299
2000-06-17T00:00:00-05:00,Chicken,Cows,9344
2000-06-17T00:00:00-05:00,Chicken,Heifers,18322
2000-06-17T00:00:00-05:00,Chicken,Steers,42594
